target_symbol	disease_group	disease_term	connection_evidence
CAV1	heart	atrial fibrillation	marker/mechanism
CDK6	heart	atrial fibrillation	marker/mechanism
MAPT	heart	atrial fibrillation	marker/mechanism
AGBL4	heart	atrial fibrillation	marker/mechanism
ZFHX3	heart	atrial fibrillation	marker/mechanism
HAND2	heart	atrial fibrillation	marker/mechanism
FBXO32	heart	atrial fibrillation	marker/mechanism
SCN5A	heart	atrial fibrillation, familial, 10	marker/mechanism
GJA5	heart	atrial fibrillation, familial, 11	marker/mechanism
ABCC9	heart	atrial fibrillation, familial, 12	marker/mechanism
SCN1B	heart	atrial fibrillation, familial, 13	marker/mechanism
SCN2B	heart	atrial fibrillation, familial, 14	marker/mechanism
NUP155	heart	atrial fibrillation, familial, 15	marker/mechanism
MYL4	heart	atrial fibrillation, familial, 18	marker/mechanism
KCNQ1	heart	atrial fibrillation, familial, 3	marker/mechanism
KCNE2	heart	atrial fibrillation, familial, 4	marker/mechanism
NPPA	heart	atrial fibrillation, familial, 6	marker/mechanism
KCNA5	heart	atrial fibrillation, familial, 7	marker/mechanism
KCNJ2	heart	atrial fibrillation, familial, 9	marker/mechanism
PRKAR1A	heart	atrial myxoma, familial	marker/mechanism
GATA4	heart	atrial septal defect 2	marker/mechanism
MYH6	heart	atrial septal defect 3	marker/mechanism
TBX20	heart	atrial septal defect 4	marker/mechanism
ACTC1	heart	atrial septal defect 5	marker/mechanism
TLL1	heart	atrial septal defect 6	marker/mechanism
NKX2-5	heart	atrial septal defect 7 with or without atrioventricular conduction defects	marker/mechanism
CITED2	heart	atrial septal defect 8	marker/mechanism
GATA6	heart	atrial septal defect 9	marker/mechanism
NPPA	heart	atrial standstill	marker/mechanism
GJA5	heart	atrial standstill	marker/mechanism
GNAI2	heart	atrioventricular block	marker/mechanism
LMNA	heart	atrioventricular block	marker/mechanism
GJA1	heart	atrioventricular septal defect	marker/mechanism
GATA4	heart	atrioventricular septal defect	marker/mechanism
GATA6	heart	atrioventricular septal defect	marker/mechanism
CRELD1	heart	atrioventricular septal defect, partial, with heterotaxy syndrome	marker/mechanism
COPA	kidney	autoimmune interstitial lung, joint, and kidney disease	marker/mechanism
COPA	lung	autoimmune interstitial lung, joint, and kidney disease	marker/mechanism
NLRC4	colon	autoinflammation with infantile enterocolitis	marker/mechanism
TP53	kidney	balkan nephropathy	marker/mechanism
AGT	heart	bradycardia	therapeutic
TACR1	heart	bradycardia	therapeutic
GCG	heart	bradycardia	therapeutic
CHRM2	heart	bradycardia	marker/mechanism
GNRH1	heart	bradycardia	therapeutic
EDN1	heart	bradycardia	therapeutic
EDN2	heart	bradycardia	therapeutic
PRL	heart	bradycardia	marker/mechanism
GNAI2	heart	bradycardia	marker/mechanism
POMC	heart	bradycardia	marker/mechanism
TRH	heart	bradycardia	therapeutic
NTS	heart	bradycardia	therapeutic
TAC1	heart	bradycardia	marker/mechanism
CHRM2A	heart	bradycardia	marker/mechanism
ADORA1	heart	bradycardia	marker/mechanism
KNG1	heart	bradycardia	marker/mechanism
PDYN	heart	bradycardia	marker/mechanism
DRD2	heart	bradycardia	marker/mechanism
NISCH	heart	bradycardia	marker/mechanism
LHB	heart	bradycardia	therapeutic
UTS2	heart	bradycardia	marker/mechanism
CYP2D6	heart	bradycardia	marker/mechanism
CRH	heart	bradycardia	marker/mechanism
HTR1A	heart	bradycardia	marker/mechanism
CYP1A1	heart	bradycardia	marker/mechanism
INS1	heart	bradycardia	therapeutic
CACNA1D	heart	bradycardia	marker/mechanism
EDN3	heart	bradycardia	therapeutic
SIX1	kidney	branchio-oto-renal syndrome	marker/mechanism
TFAP2A	kidney	branchio-oto-renal syndrome	marker/mechanism
EYA1	kidney	branchio-oto-renal syndrome	marker/mechanism
SIX5	kidney	branchio-oto-renal syndrome	marker/mechanism
POSTN	lung	bronchopulmonary dysplasia	marker/mechanism
TXN	lung	bronchopulmonary dysplasia	therapeutic
IL1B	lung	bronchopulmonary dysplasia	marker/mechanism
LECT2	lung	carcinoma, lewis lung	therapeutic
TXNRD1	lung	carcinoma, lewis lung	marker/mechanism
IL10	lung	carcinoma, non-small-cell lung	marker/mechanism
SELENOS	lung	carcinoma, non-small-cell lung	marker/mechanism
RBM7	lung	carcinoma, non-small-cell lung	marker/mechanism
SYP	lung	carcinoma, non-small-cell lung	marker/mechanism
EGFR	lung	carcinoma, non-small-cell lung	marker/mechanism
ERGIC3	lung	carcinoma, non-small-cell lung	marker/mechanism
MET	lung	carcinoma, non-small-cell lung	marker/mechanism
TMEM135	lung	carcinoma, non-small-cell lung	marker/mechanism
ABCB1	lung	carcinoma, non-small-cell lung	marker/mechanism
FOXO3	lung	carcinoma, non-small-cell lung	marker/mechanism
ITGB1	lung	carcinoma, non-small-cell lung	marker/mechanism
RHEB	lung	carcinoma, non-small-cell lung	marker/mechanism
E2F1	lung	carcinoma, non-small-cell lung	marker/mechanism
CLPTM1L	lung	carcinoma, non-small-cell lung	marker/mechanism
CDH13	lung	carcinoma, non-small-cell lung	marker/mechanism
HIF1A	lung	carcinoma, non-small-cell lung	marker/mechanism
DUSP3	lung	carcinoma, non-small-cell lung	marker/mechanism
CHFR	lung	carcinoma, non-small-cell lung	marker/mechanism
SOD2	lung	carcinoma, non-small-cell lung	marker/mechanism
PHLDA2	lung	carcinoma, non-small-cell lung	marker/mechanism
ROS1	lung	carcinoma, non-small-cell lung	marker/mechanism
TP53	lung	carcinoma, non-small-cell lung	marker/mechanism
ZNF462	lung	carcinoma, non-small-cell lung	marker/mechanism
GRIK2	lung	carcinoma, non-small-cell lung	marker/mechanism
EML4	lung	carcinoma, non-small-cell lung	marker/mechanism
NQO1	lung	carcinoma, non-small-cell lung	marker/mechanism
STAT3	lung	carcinoma, non-small-cell lung	marker/mechanism
PXN	lung	carcinoma, non-small-cell lung	marker/mechanism
DEUP1	lung	carcinoma, non-small-cell lung	marker/mechanism
MIR205	lung	carcinoma, non-small-cell lung	marker/mechanism
GSTP1	lung	carcinoma, non-small-cell lung	marker/mechanism
XPC	lung	carcinoma, non-small-cell lung	marker/mechanism
E2F8	lung	carcinoma, non-small-cell lung	marker/mechanism
FOXM1	lung	carcinoma, non-small-cell lung	marker/mechanism
MMP1	lung	carcinoma, non-small-cell lung	marker/mechanism
MT3	lung	carcinoma, non-small-cell lung	marker/mechanism
DAPK1	lung	carcinoma, non-small-cell lung	marker/mechanism
PLBD1	lung	carcinoma, non-small-cell lung	marker/mechanism
PRAME	lung	carcinoma, non-small-cell lung	marker/mechanism
NNAT	lung	carcinoma, non-small-cell lung	marker/mechanism
LAMC2	lung	carcinoma, non-small-cell lung	marker/mechanism
KIT	lung	carcinoma, non-small-cell lung	marker/mechanism
CYLD	lung	carcinoma, non-small-cell lung	marker/mechanism
MS4A1	lung	carcinoma, non-small-cell lung	marker/mechanism
CORO1C	lung	carcinoma, non-small-cell lung	marker/mechanism
UCHL1	lung	carcinoma, non-small-cell lung	marker/mechanism
IL12A-AS1	lung	carcinoma, non-small-cell lung	marker/mechanism
AKR1C1	lung	carcinoma, non-small-cell lung	marker/mechanism
OSMR	lung	carcinoma, non-small-cell lung	marker/mechanism
E2F2	lung	carcinoma, non-small-cell lung	marker/mechanism
GSTM2	lung	carcinoma, non-small-cell lung	marker/mechanism
LRRC59	lung	carcinoma, non-small-cell lung	marker/mechanism
BIRC5	lung	carcinoma, non-small-cell lung	marker/mechanism
NCOA3	lung	carcinoma, non-small-cell lung	marker/mechanism
SLC22A10	lung	carcinoma, non-small-cell lung	marker/mechanism
PSAT1	lung	carcinoma, non-small-cell lung	marker/mechanism
CHGA	lung	carcinoma, non-small-cell lung	marker/mechanism
NFE2L2	lung	carcinoma, non-small-cell lung	marker/mechanism
FGF9	lung	carcinoma, non-small-cell lung	marker/mechanism
CD74	lung	carcinoma, non-small-cell lung	marker/mechanism
ENO1	lung	carcinoma, non-small-cell lung	marker/mechanism
CARD18	lung	carcinoma, non-small-cell lung	marker/mechanism
MMP11	lung	carcinoma, non-small-cell lung	marker/mechanism
MDM2	lung	carcinoma, non-small-cell lung	marker/mechanism
CASP8	lung	carcinoma, non-small-cell lung	marker/mechanism
PRR13	lung	carcinoma, non-small-cell lung	marker/mechanism
ENO2	lung	carcinoma, non-small-cell lung	marker/mechanism
TP53BP1	lung	carcinoma, non-small-cell lung	marker/mechanism
KIF5B	lung	carcinoma, non-small-cell lung	marker/mechanism
FHIT	lung	carcinoma, non-small-cell lung	marker/mechanism
SHMT2	lung	carcinoma, non-small-cell lung	marker/mechanism
E2F6	lung	carcinoma, non-small-cell lung	marker/mechanism
E2F5	lung	carcinoma, non-small-cell lung	marker/mechanism
AREG	lung	carcinoma, non-small-cell lung	marker/mechanism
RB1	lung	carcinoma, non-small-cell lung	marker/mechanism
E2F3	lung	carcinoma, non-small-cell lung	marker/mechanism
GIPR	lung	carcinoma, non-small-cell lung	marker/mechanism
SLC34A2	lung	carcinoma, non-small-cell lung	marker/mechanism
TGFA	lung	carcinoma, non-small-cell lung	marker/mechanism
FGFR1	lung	carcinoma, non-small-cell lung	marker/mechanism
PYCARD	lung	carcinoma, non-small-cell lung	marker/mechanism
VEGFA	lung	carcinoma, non-small-cell lung	marker/mechanism
COL7A1	lung	carcinoma, non-small-cell lung	marker/mechanism
NDRG1	lung	carcinoma, non-small-cell lung	marker/mechanism
MIR346	lung	carcinoma, non-small-cell lung	marker/mechanism
RASSF1	lung	carcinoma, non-small-cell lung	marker/mechanism
MACIR	lung	carcinoma, non-small-cell lung	marker/mechanism
LINC00880	lung	carcinoma, non-small-cell lung	marker/mechanism
MMP9	lung	carcinoma, non-small-cell lung	marker/mechanism
MYC	lung	carcinoma, non-small-cell lung	marker/mechanism
ADAMTS1	lung	carcinoma, non-small-cell lung	marker/mechanism
SDC4	lung	carcinoma, non-small-cell lung	marker/mechanism
TRMT11	lung	carcinoma, non-small-cell lung	marker/mechanism
KEAP1	lung	carcinoma, non-small-cell lung	marker/mechanism
IL6R	lung	carcinoma, non-small-cell lung	marker/mechanism
E2F7	lung	carcinoma, non-small-cell lung	marker/mechanism
MXRA5	lung	carcinoma, non-small-cell lung	marker/mechanism
MIR29A	lung	carcinoma, non-small-cell lung	marker/mechanism
MIR126	lung	carcinoma, non-small-cell lung	therapeutic
PTHLH	lung	carcinoma, non-small-cell lung	therapeutic
PPIA	lung	carcinoma, non-small-cell lung	marker/mechanism
MIR638	lung	carcinoma, non-small-cell lung	marker/mechanism
TERT	lung	carcinoma, non-small-cell lung	marker/mechanism
RECK	lung	carcinoma, non-small-cell lung	marker/mechanism
RRM1	lung	carcinoma, non-small-cell lung	marker/mechanism
FASLG	lung	carcinoma, non-small-cell lung	marker/mechanism
PGAM1	lung	carcinoma, non-small-cell lung	marker/mechanism
AXL	lung	carcinoma, non-small-cell lung	therapeutic
MIR145	lung	carcinoma, non-small-cell lung	therapeutic
MIR30C1	lung	carcinoma, non-small-cell lung	marker/mechanism
NOTCH3	lung	carcinoma, non-small-cell lung	marker/mechanism
OXTR	lung	carcinoma, non-small-cell lung	marker/mechanism
CSF3	lung	carcinoma, non-small-cell lung	therapeutic
MTOR	lung	carcinoma, non-small-cell lung	marker/mechanism
CST6	lung	carcinoma, non-small-cell lung	marker/mechanism
LGALS1	lung	carcinoma, non-small-cell lung	marker/mechanism
CCNH	lung	carcinoma, non-small-cell lung	marker/mechanism
CD9	lung	carcinoma, non-small-cell lung	marker/mechanism
CAT	lung	carcinoma, non-small-cell lung	marker/mechanism
APC	lung	carcinoma, non-small-cell lung	marker/mechanism
MIR1246	lung	carcinoma, non-small-cell lung	marker/mechanism
CDKN2A	lung	carcinoma, non-small-cell lung	marker/mechanism
PRDX1	lung	carcinoma, non-small-cell lung	marker/mechanism
KDM1A	lung	carcinoma, non-small-cell lung	marker/mechanism
PHGDH	lung	carcinoma, non-small-cell lung	marker/mechanism
ALK	lung	carcinoma, non-small-cell lung	marker/mechanism
CXCL8	lung	carcinoma, non-small-cell lung	marker/mechanism
ITGB4	lung	carcinoma, non-small-cell lung	marker/mechanism
RRAD	lung	carcinoma, non-small-cell lung	marker/mechanism
CYP2E1	lung	carcinoma, non-small-cell lung	marker/mechanism
ERCC1	lung	carcinoma, non-small-cell lung	marker/mechanism
AVEN	lung	carcinoma, non-small-cell lung	marker/mechanism
GCLC	lung	carcinoma, non-small-cell lung	marker/mechanism
KRAS	lung	carcinoma, non-small-cell lung	marker/mechanism
ATF3	lung	carcinoma, non-small-cell lung	marker/mechanism
RAF1	lung	carcinoma, non-small-cell lung	marker/mechanism
HES1	lung	carcinoma, non-small-cell lung	marker/mechanism
CERT1	lung	carcinoma, non-small-cell lung	marker/mechanism
CA9	lung	carcinoma, non-small-cell lung	marker/mechanism
NEK2	lung	carcinoma, non-small-cell lung	marker/mechanism
ASB15	kidney	carcinoma, renal cell	marker/mechanism
ANXA4	kidney	carcinoma, renal cell	marker/mechanism
TAGLN2	kidney	carcinoma, renal cell	marker/mechanism
HNF1A	kidney	carcinoma, renal cell	marker/mechanism
GSTT1	kidney	carcinoma, renal cell	marker/mechanism
ERBB2	kidney	carcinoma, renal cell	marker/mechanism
NDRG1	kidney	carcinoma, renal cell	marker/mechanism
GSTP1	kidney	carcinoma, renal cell	marker/mechanism
ACY1	kidney	carcinoma, renal cell	marker/mechanism
ALOX12B	kidney	carcinoma, renal cell	marker/mechanism
IL6R	kidney	carcinoma, renal cell	marker/mechanism
ZNF804A	kidney	carcinoma, renal cell	marker/mechanism
ALAD	kidney	carcinoma, renal cell	marker/mechanism
FMN2	kidney	carcinoma, renal cell	marker/mechanism
PRAME	kidney	carcinoma, renal cell	marker/mechanism
FPGT	kidney	carcinoma, renal cell	marker/mechanism
HSPD1	kidney	carcinoma, renal cell	marker/mechanism
MSGN1	kidney	carcinoma, renal cell	marker/mechanism
PBRM1	kidney	carcinoma, renal cell	marker/mechanism
EEF2	kidney	carcinoma, renal cell	marker/mechanism
PTEN	kidney	carcinoma, renal cell	marker/mechanism
CTSB	kidney	carcinoma, renal cell	marker/mechanism
CRYAB	kidney	carcinoma, renal cell	marker/mechanism
MET	kidney	carcinoma, renal cell	marker/mechanism
GSTM1	kidney	carcinoma, renal cell	marker/mechanism
SHANK1	kidney	carcinoma, renal cell	marker/mechanism
PDXDC1	kidney	carcinoma, renal cell	marker/mechanism
ELOC	kidney	carcinoma, renal cell	marker/mechanism
BAP1	kidney	carcinoma, renal cell	marker/mechanism
AHNAK	kidney	carcinoma, renal cell	marker/mechanism
CARD11	kidney	carcinoma, renal cell	marker/mechanism
LRRK2	kidney	carcinoma, renal cell	marker/mechanism
PDHB	kidney	carcinoma, renal cell	marker/mechanism
IL6	kidney	carcinoma, renal cell	marker/mechanism
FLT1	kidney	carcinoma, renal cell	therapeutic
MTOR	kidney	carcinoma, renal cell	marker/mechanism
SLC2A1	kidney	carcinoma, renal cell	marker/mechanism
RELA	kidney	carcinoma, renal cell	marker/mechanism
PTGS2	kidney	carcinoma, renal cell	marker/mechanism
BTG3	kidney	carcinoma, renal cell	marker/mechanism
UNC5C	kidney	carcinoma, renal cell	marker/mechanism
M6PR	kidney	carcinoma, renal cell	marker/mechanism
BIRC5	kidney	carcinoma, renal cell	therapeutic
CAPG	kidney	carcinoma, renal cell	marker/mechanism
MUC4	kidney	carcinoma, renal cell	marker/mechanism
OR4C13	kidney	carcinoma, renal cell	marker/mechanism
CASP2	kidney	carcinoma, renal cell	marker/mechanism
CTSD	kidney	carcinoma, renal cell	marker/mechanism
ALK	kidney	carcinoma, renal cell	marker/mechanism
PIK3CA	kidney	carcinoma, renal cell	marker/mechanism
HSPA9	kidney	carcinoma, renal cell	marker/mechanism
NAV3	kidney	carcinoma, renal cell	marker/mechanism
VHL	kidney	carcinoma, renal cell	marker/mechanism
SCARB1	kidney	carcinoma, renal cell	marker/mechanism
ALOX5	kidney	carcinoma, renal cell	marker/mechanism
NF2	kidney	carcinoma, renal cell	marker/mechanism
GRB7	kidney	carcinoma, renal cell	marker/mechanism
CRABP1	kidney	carcinoma, renal cell	marker/mechanism
VMO1	kidney	carcinoma, renal cell	marker/mechanism
CNN2	kidney	carcinoma, renal cell	marker/mechanism
CUL7	kidney	carcinoma, renal cell	marker/mechanism
KDM5C	kidney	carcinoma, renal cell	marker/mechanism
HARS1	kidney	carcinoma, renal cell	marker/mechanism
HNF1B	kidney	carcinoma, renal cell	marker/mechanism
PNKD	kidney	carcinoma, renal cell	marker/mechanism
KRT32	kidney	carcinoma, renal cell	marker/mechanism
BCHE	kidney	carcinoma, renal cell	marker/mechanism
ALDH1A1	kidney	carcinoma, renal cell	marker/mechanism
SFRP2	kidney	carcinoma, renal cell	marker/mechanism
CPQ	kidney	carcinoma, renal cell	marker/mechanism
TET2	kidney	carcinoma, renal cell	marker/mechanism
FAAH2	kidney	carcinoma, renal cell	marker/mechanism
NLRP12	kidney	carcinoma, renal cell	marker/mechanism
KRT8	kidney	carcinoma, renal cell	marker/mechanism
TSC1	kidney	carcinoma, renal cell	marker/mechanism
TNFSF10	kidney	carcinoma, renal cell	therapeutic
KRT7	kidney	carcinoma, renal cell	marker/mechanism
TP53	kidney	carcinoma, renal cell	marker/mechanism
KEAP1	kidney	carcinoma, renal cell	marker/mechanism
SPTBN4	kidney	carcinoma, renal cell	marker/mechanism
PVALB	kidney	carcinoma, renal cell	marker/mechanism
RNF139	kidney	carcinoma, renal cell	marker/mechanism
YIPF3	kidney	carcinoma, renal cell	marker/mechanism
RYR1	kidney	carcinoma, renal cell	marker/mechanism
RPL14	kidney	carcinoma, renal cell	marker/mechanism
CSMD3	kidney	carcinoma, renal cell	marker/mechanism
HSPB1	kidney	carcinoma, renal cell	marker/mechanism
SETD2	kidney	carcinoma, renal cell	marker/mechanism
PEBP1	kidney	carcinoma, renal cell	marker/mechanism
ZNF765	kidney	carcinoma, renal cell	marker/mechanism
SYNE2	kidney	carcinoma, renal cell	marker/mechanism
PGK1	kidney	carcinoma, renal cell	marker/mechanism
MITF	kidney	carcinoma, renal cell	marker/mechanism
TGM2	kidney	carcinoma, renal cell	marker/mechanism
DNHD1	kidney	carcinoma, renal cell	marker/mechanism
OGG1	kidney	carcinoma, renal cell	marker/mechanism
APAF1	kidney	carcinoma, renal cell	marker/mechanism
IFNA2	kidney	carcinoma, renal cell	therapeutic
ADIPOQ	kidney	carcinoma, renal cell	marker/mechanism
POMC	kidney	carcinoma, renal cell	marker/mechanism
AKAP13	kidney	carcinoma, renal cell	marker/mechanism
IL13	kidney	carcinoma, renal cell	marker/mechanism
AP5M1	kidney	carcinoma, renal cell	marker/mechanism
DAPK1	kidney	carcinoma, renal cell	marker/mechanism
CRADD	kidney	carcinoma, renal cell	marker/mechanism
PIDD1	kidney	carcinoma, renal cell	marker/mechanism
MLLT10	kidney	carcinoma, renal cell	marker/mechanism
SOD2	kidney	carcinoma, renal cell	marker/mechanism
INPP4B	kidney	carcinoma, renal cell	marker/mechanism
FAM111B	kidney	carcinoma, renal cell	marker/mechanism
EPAS1	kidney	carcinoma, renal cell	marker/mechanism
APRT	kidney	carcinoma, renal cell	marker/mechanism
L1CAM	kidney	carcinoma, renal cell	marker/mechanism
TFE3	kidney	carcinoma, renal cell	marker/mechanism
PAK1	kidney	carcinoma, renal cell	marker/mechanism
LMAN2L	kidney	carcinoma, renal cell	marker/mechanism
LRP1B	kidney	carcinoma, renal cell	marker/mechanism
GJB1	kidney	carcinoma, renal cell	marker/mechanism
LDHB	kidney	carcinoma, renal cell	marker/mechanism
ZNF536	kidney	carcinoma, renal cell	marker/mechanism
ACHE	kidney	carcinoma, renal cell	marker/mechanism
PRCC	kidney	carcinoma, renal cell	marker/mechanism
BIRC7	kidney	carcinoma, renal cell	marker/mechanism
FLCN	kidney	carcinoma, renal cell	marker/mechanism
SLC5A3	kidney	carcinoma, renal cell	marker/mechanism
KCNMA1	kidney	carcinoma, renal cell	marker/mechanism
